지표연도,시도,시군구,지표명,분모(명),분자(명),지표값(퍼센트)
2002,경기도,수원시팔달구,1차일반생애검진수검률,83100,41196,49.57
2002,경기도,성남시수정구,1차일반생애검진수검률,56552,17706,31.31
2002,경기도,성남시중원구,1차일반생애검진수검률,61602,20859,33.86
2002,경기도,성남시분당구,1차일반생애검진수검률,114805,52108,45.39
2002,경기도,의정부시,1차일반생애검진수검률,69787,24210,34.69
2002,경기도,안양시만안구,1차일반생애검진수검률,58146,22352,38.44
2002,경기도,안양시동안구,1차일반생애검진수검률,74644,30609,41.01
2002,경기도,부천시원미구,1차일반생애검진수검률,90667,36291,40.03
2002,경기도,부천시소사구,1차일반생애검진수검률,45005,16552,36.78
2002,경기도,부천시오정구,1차일반생애검진수검률,42861,15018,35.04
2002,경기도,광명시,1차일반생애검진수검률,72511,27616,38.09
2002,경기도,평택시,1차일반생애검진수검률,87864,38382,43.68
2002,경기도,동두천시,1차일반생애검진수검률,16398,5478,33.41
2002,경기도,안산시,1차일반생애검진수검률,118468,47902,40.43
2002,경기도,고양시덕양구,1차일반생애검진수검률,71890,22434,31.21
2002,경기도,고양시일산구,1차일반생애검진수검률,92281,33372,36.16
2002,경기도,과천시,1차일반생애검진수검률,20504,9277,45.24
2002,경기도,구리시,1차일반생애검진수검률,39378,12739,32.35
2002,경기도,남양주시,1차일반생애검진수검률,80513,23102,28.69
2002,경기도,오산시,1차일반생애검진수검률,25977,12816,49.34
2002,경기도,시흥시,1차일반생애검진수검률,75552,32249,42.68
2002,경기도,군포시,1차일반생애검진수검률,61807,29407,47.58
2002,경기도,의왕시,1차일반생애검진수검률,29377,12820,43.64
2002,경기도,하남시,1차일반생애검진수검률,28160,8349,29.65
2002,경기도,용인시,1차일반생애검진수검률,101734,40723,40.03
2002,경기도,파주시,1차일반생애검진수검률,49935,17882,35.81
2002,경기도,이천시,1차일반생애검진수검률,52698,23454,44.51
2002,경기도,안성시,1차일반생애검진수검률,34976,14908,42.62
2002,경기도,김포시,1차일반생애검진수검률,42879,17525,40.87
2002,경기도,화성시,1차일반생애검진수검률,69262,34332,49.57
2002,경기도,광주시,1차일반생애검진수검률,37079,13157,35.48
2002,경기도,양주군,1차일반생애검진수검률,32846,12365,37.65
2002,경기도,여주군,1차일반생애검진수검률,28303,11000,38.87
2002,경기도,연천군,1차일반생애검진수검률,12134,4933,40.65
2002,경기도,포천군,1차일반생애검진수검률,36856,12692,34.44
2002,경기도,가평군,1차일반생애검진수검률,14153,6122,43.26
2002,경기도,양평군,1차일반생애검진수검률,21112,7443,35.25
2002,강원도,춘천시,1차일반생애검진수검률,61284,27068,44.17
2002,강원도,원주시,1차일반생애검진수검률,65611,29033,44.25
2002,강원도,강릉시,1차일반생애검진수검률,57403,21347,37.19
2002,강원도,동해시,1차일반생애검진수검률,24166,9796,40.54
2002,강원도,태백시,1차일반생애검진수검률,14765,6225,42.16
2002,강원도,속초시,1차일반생애검진수검률,21026,7014,33.36
2002,강원도,삼척시,1차일반생애검진수검률,21129,10088,47.74
2002,강원도,홍천군,1차일반생애검진수검률,18959,8109,42.77
2002,강원도,횡성군,1차일반생애검진수검률,12875,6161,47.85
2002,강원도,영월군,1차일반생애검진수검률,13958,5556,39.81
2002,강원도,평창군,1차일반생애검진수검률,12830,5466,42.6
2002,강원도,정선군,1차일반생애검진수검률,14051,6762,48.12
2002,강원도,철원군,1차일반생애검진수검률,11801,4820,40.84
2002,강원도,화천군,1차일반생애검진수검률,5249,2321,44.22
2002,강원도,양구군,1차일반생애검진수검률,5075,2465,48.57
2002,강원도,인제군,1차일반생애검진수검률,7243,2987,41.24
2002,강원도,고성군,1차일반생애검진수검률,8801,3231,36.71
2002,강원도,양양군,1차일반생애검진수검률,7839,2980,38.02
2002,충청북도,청주시상당구,1차일반생애검진수검률,49863,23002,46.13
2002,충청북도,청주시흥덕구,1차일반생애검진수검률,79919,40331,50.46
2002,충청북도,충주시,1차일반생애검진수검률,52294,22429,42.89
2002,충청북도,제천시,1차일반생애검진수검률,30302,11754,38.79
2002,충청북도,청원군,1차일반생애검진수검률,34276,17288,50.44
2002,충청북도,보은군,1차일반생애검진수검률,12428,6158,49.55
2002,충청북도,옥천군,1차일반생애검진수검률,17091,8480,49.62
2002,충청북도,영동군,1차일반생애검진수검률,15896,7094,44.63
2002,충청북도,진천군,1차일반생애검진수검률,18104,9382,51.82
2002,충청북도,괴산군,1차일반생애검진수검률,17506,8063,46.06
2002,충청북도,음성군,1차일반생애검진수검률,24631,12495,50.73
2002,충청북도,단양군,1차일반생애검진수검률,11441,5538,48.4
2002,충청남도,천안시,1차일반생애검진수검률,101702,49096,48.27
2002,충청남도,공주시,1차일반생애검진수검률,36532,15746,43.1
2002,충청남도,보령시,1차일반생애검진수검률,29949,14294,47.73
2002,충청남도,아산시,1차일반생애검진수검률,45992,20772,45.16
2002,충청남도,서산시,1차일반생애검진수검률,39093,18854,48.23
2002,충청남도,논산시,1차일반생애검진수검률,39945,17447,43.68
2002,충청남도,금산군,1차일반생애검진수검률,17920,8852,49.4
2002,충청남도,연기군,1차일반생애검진수검률,21998,10857,49.35
2002,충청남도,부여군,1차일반생애검진수검률,25411,12743,50.15
2002,충청남도,서천군,1차일반생애검진수검률,21109,9772,46.29
2002,충청남도,청양군,1차일반생애검진수검률,12494,6505,52.06
2002,충청남도,홍성군,1차일반생애검진수검률,26131,11548,44.19
2002,충청남도,예산군,1차일반생애검진수검률,27617,12299,44.53
2002,충청남도,태안군,1차일반생애검진수검률,19243,9166,47.63
2002,충청남도,당진군,1차일반생애검진수검률,33553,16637,49.58
2002,전라북도,전주시완산구,1차일반생애검진수검률,73031,30891,42.3
2002,전라북도,전주시덕진구,1차일반생애검진수검률,68146,32102,47.11
2002,전라북도,군산시,1차일반생애검진수검률,50068,17699,35.35
2002,전라북도,익산시,1차일반생애검진수검률,77426,33922,43.81
2002,전라북도,정읍시,1차일반생애검진수검률,33940,14516,42.77
2002,전라북도,남원시,1차일반생애검진수검률,26434,10310,39
2002,전라북도,김제시,1차일반생애검진수검률,28601,11480,40.14
2002,전라북도,완주군,1차일반생애검진수검률,20760,9240,44.51
2002,전라북도,진안군,1차일반생애검진수검률,8743,3733,42.7
2002,전라북도,무주군,1차일반생애검진수검률,7951,3430,43.14
2002,전라북도,장수군,1차일반생애검진수검률,8165,4331,53.04
2002,전라북도,임실군,1차일반생애검진수검률,10429,4649,44.58
2002,전라북도,순창군,1차일반생애검진수검률,8811,4030,45.74
2002,전라북도,고창군,1차일반생애검진수검률,19818,8199,41.37
2002,전라북도,부안군,1차일반생애검진수검률,19132,7688,40.18
2002,전라남도,목포시,1차일반생애검진수검률,54154,20584,38.01
2002,전라남도,여수시,1차일반생애검진수검률,77007,32206,41.82
2002,전라남도,순천시,1차일반생애검진수검률,65077,29421,45.21
2002,전라남도,나주시,1차일반생애검진수검률,29014,14279,49.21
2002,전라남도,광양시,1차일반생애검진수검률,33781,17908,53.01
2002,전라남도,담양군,1차일반생애검진수검률,15496,7440,48.01
2002,전라남도,곡성군,1차일반생애검진수검률,11621,6438,55.4
2002,전라남도,구례군,1차일반생애검진수검률,8612,4366,50.7
2002,전라남도,고흥군,1차일반생애검진수검률,28787,13168,45.74
2002,전라남도,보성군,1차일반생애검진수검률,17653,7611,43.11
2002,전라남도,화순군,1차일반생애검진수검률,20962,9908,47.27
2002,전라남도,장흥군,1차일반생애검진수검률,13703,5888,42.97
2002,전라남도,강진군,1차일반생애검진수검률,13924,6079,43.66
2002,전라남도,해남군,1차일반생애검진수검률,24925,7895,31.68
2002,전라남도,영암군,1차일반생애검진수검률,18321,9037,49.33
2002,전라남도,무안군,1차일반생애검진수검률,17579,6723,38.24
2002,전라남도,함평군,1차일반생애검진수검률,12834,6268,48.84
2002,전라남도,영광군,1차일반생애검진수검률,17474,8713,49.86
2002,전라남도,장성군,1차일반생애검진수검률,13748,6472,47.08
2002,전라남도,완도군,1차일반생애검진수검률,18225,7716,42.34
2002,전라남도,진도군,1차일반생애검진수검률,12103,4648,38.4
2002,전라남도,신안군,1차일반생애검진수검률,14356,4826,33.62
2002,경상북도,포항시남구,1차일반생애검진수검률,69730,37160,53.29
2002,경상북도,포항시북구,1차일반생애검진수검률,62461,29843,47.78
2002,경상북도,경주시,1차일반생애검진수검률,78869,39116,49.6
2002,경상북도,김천시,1차일반생애검진수검률,39561,18891,47.75
2002,경상북도,안동시,1차일반생애검진수검률,46997,22421,47.71
2002,경상북도,구미시,1차일반생애검진수검률,90125,53104,58.92
2002,경상북도,영주시,1차일반생애검진수검률,33782,15284,45.24
2002,경상북도,영천시,1차일반생애검진수검률,33074,16389,49.55
2002,경상북도,상주시,1차일반생애검진수검률,34458,18062,52.42
2002,경상북도,문경시,1차일반생애검진수검률,23006,10913,47.44
2002,경상북도,경산시,1차일반생애검진수검률,49442,24046,48.63
2002,경상북도,군위군,1차일반생애검진수검률,9916,5185,52.29
2002,경상북도,의성군,1차일반생애검진수검률,22494,10995,48.88
2002,경상북도,청송군,1차일반생애검진수검률,9845,5118,51.99
2002,경상북도,영양군,1차일반생애검진수검률,6096,2874,47.15
2002,경상북도,영덕군,1차일반생애검진수검률,14030,6359,45.32
2002,경상북도,청도군,1차일반생애검진수검률,15386,7209,46.85
2002,경상북도,고령군,1차일반생애검진수검률,10855,5344,49.23
2002,경상북도,성주군,1차일반생애검진수검률,15097,6192,41.01
2002,경상북도,칠곡군,1차일반생애검진수검률,25145,13115,52.16
2002,경상북도,예천군,1차일반생애검진수검률,16555,8240,49.77
2002,경상북도,봉화군,1차일반생애검진수검률,11307,5702,50.43
2002,경상북도,울진군,1차일반생애검진수검률,16999,6719,39.53
2002,경상북도,울릉군,1차일반생애검진수검률,2910,995,34.19
2002,경상남도,창원시,1차일반생애검진수검률,133229,74100,55.62
2002,경상남도,마산시,1차일반생애검진수검률,104276,49245,47.23
2002,경상남도,진주시,1차일반생애검진수검률,82837,35817,43.24
2002,경상남도,진해시,1차일반생애검진수검률,27123,12651,46.64
2002,경상남도,통영시,1차일반생애검진수검률,32999,12097,36.66
2002,경상남도,사천시,1차일반생애검진수검률,29176,12755,43.72
2002,경상남도,김해시,1차일반생애검진수검률,84398,37415,44.33
2002,경상남도,밀양시,1차일반생애검진수검률,31971,12549,39.25
2002,경상남도,거제시,1차일반생애검진수검률,49068,28780,58.65
2002,경상남도,양산시,1차일반생애검진수검률,53839,28442,52.83
2002,경상남도,의령군,1차일반생애검진수검률,10369,4391,42.35
2002,경상남도,함안군,1차일반생애검진수검률,19117,8460,44.25
2002,경상남도,창녕군,1차일반생애검진수검률,20604,8866,43.03
